game_date,game_pk,player_name,batter,plate_appearances,hits,starting_pitcher_id,starting_pitcher_hand,starting_pitcher_rest_days,batter_rest_days,opp_hit_rate_last_5,opp_k_rate_last_5
2026-07-20,823522,"Triolo, Jared",669707,2,1,677960,L,10.0,1.0,0.2692307692307692,0.25961538461538464
2026-07-20,823522,"Valdez, Esmerlyn",699013,4,1,677960,L,10.0,1.0,0.2692307692307692,0.25961538461538464
2026-07-22,823518,"Davis, Henry",680779,3,0,543037,R,5.0,2.0,0.2711864406779661,0.2627118644067797
2026-07-22,823518,"Gonzales, Nick",693304,4,2,543037,R,5.0,2.0,0.2711864406779661,0.2627118644067797
2026-07-22,823518,"Gonzalez, Jacob",694378,4,1,543037,R,5.0,2.0,0.2711864406779661,0.2627118644067797
2026-07-22,823518,"Lowe, Brandon",664040,5,1,543037,R,5.0,2.0,0.2711864406779661,0.2627118644067797
2026-07-22,823518,"Reynolds, Bryan",668804,5,0,543037,R,5.0,2.0,0.2711864406779661,0.2627118644067797
2026-07-22,823518,"Triolo, Jared",669707,2,1,518585,R,2.0,2.0,0.11764705882352941,0.4117647058823529
2026-07-22,823518,"Valdez, Esmerlyn",699013,5,0,543037,R,5.0,2.0,0.2711864406779661,0.2627118644067797
2026-07-22,823519,"Gonzales, Nick",693304,4,2,608331,L,70.0,0.0,0.21238938053097345,0.23893805309734514
2026-07-22,823519,"Gonzalez, Jacob",694378,1,0,621112,R,3.0,0.0,0.10344827586206896,0.2413793103448276
2026-07-22,823519,"Lowe, Brandon",664040,3,0,608331,L,70.0,0.0,0.21238938053097345,0.23893805309734514
2026-07-22,823519,"Reynolds, Bryan",668804,4,0,608331,L,70.0,0.0,0.21238938053097345,0.23893805309734514
2026-07-22,823519,"Triolo, Jared",669707,3,1,608331,L,70.0,0.0,0.21238938053097345,0.23893805309734514
2026-07-22,823519,"Valdez, Esmerlyn",699013,4,0,608331,L,70.0,0.0,0.21238938053097345,0.23893805309734514
2026-07-24,823352,"Davis, Henry",680779,4,2,571510,L,6.0,2.0,0.20512820512820512,0.17094017094017094
2026-07-24,823352,"Gonzales, Nick",693304,5,1,571510,L,6.0,2.0,0.20512820512820512,0.17094017094017094
2026-07-24,823352,"Lowe, Brandon",664040,4,0,571510,L,6.0,2.0,0.20512820512820512,0.17094017094017094
2026-07-24,823352,"Reynolds, Bryan",668804,5,0,571510,L,6.0,2.0,0.20512820512820512,0.17094017094017094
2026-07-24,823352,"Triolo, Jared",669707,4,1,571510,L,6.0,2.0,0.20512820512820512,0.17094017094017094
2026-07-24,823352,"Valdez, Esmerlyn",699013,4,0,571510,L,6.0,2.0,0.20512820512820512,0.17094017094017094
2026-07-25,823355,"Davis, Henry",680779,3,1,684007,L,6.0,1.0,0.2608695652173913,0.21739130434782608
2026-07-25,823355,"Gonzales, Nick",693304,4,1,684007,L,6.0,1.0,0.2608695652173913,0.21739130434782608
2026-07-25,823355,"Gonzalez, Jacob",694378,3,0,684007,L,6.0,3.0,0.2608695652173913,0.21739130434782608
2026-07-25,823355,"Reynolds, Bryan",668804,3,0,684007,L,6.0,1.0,0.2608695652173913,0.21739130434782608
2026-07-25,823355,"Triolo, Jared",669707,4,0,684007,L,6.0,1.0,0.2608695652173913,0.21739130434782608
2026-07-25,823355,"Valdez, Esmerlyn",699013,4,1,684007,L,6.0,1.0,0.2608695652173913,0.21739130434782608
2026-07-26,823354,"Gonzales, Nick",693304,4,2,592791,R,6.0,1.0,0.26804123711340205,0.23711340206185566
2026-07-26,823354,"Gonzalez, Jacob",694378,4,0,592791,R,6.0,1.0,0.26804123711340205,0.23711340206185566
2026-07-26,823354,"Lowe, Brandon",664040,4,3,592791,R,6.0,2.0,0.26804123711340205,0.23711340206185566
2026-07-26,823354,"Reynolds, Bryan",668804,4,1,592791,R,6.0,1.0,0.26804123711340205,0.23711340206185566
2026-07-26,823354,"Valdez, Esmerlyn",699013,4,2,592791,R,6.0,1.0,0.26804123711340205,0.23711340206185566
2026-07-27,823353,"Davis, Henry",680779,2,0,518876,R,5.0,2.0,0.23931623931623933,0.1794871794871795
2026-07-27,823353,"Gonzales, Nick",693304,4,2,518876,R,5.0,1.0,0.23931623931623933,0.1794871794871795
2026-07-27,823353,"Gonzalez, Jacob",694378,4,1,518876,R,5.0,1.0,0.23931623931623933,0.1794871794871795
2026-07-27,823353,"Lowe, Brandon",664040,5,3,518876,R,5.0,1.0,0.23931623931623933,0.1794871794871795
2026-07-27,823353,"Reynolds, Bryan",668804,4,1,518876,R,5.0,1.0,0.23931623931623933,0.1794871794871795
2026-07-27,823353,"Triolo, Jared",669707,2,0,518876,R,5.0,2.0,0.23931623931623933,0.1794871794871795
2026-07-27,823353,"Valdez, Esmerlyn",699013,2,0,518876,R,5.0,1.0,0.23931623931623933,0.1794871794871795
2026-07-28,823350,"Gonzales, Nick",693304,6,2,694297,R,5.0,1.0,0.23853211009174313,0.12844036697247707
2026-07-28,823350,"Gonzalez, Jacob",694378,3,1,694297,R,5.0,1.0,0.23853211009174313,0.12844036697247707
2026-07-28,823350,"Lowe, Brandon",664040,6,2,694297,R,5.0,1.0,0.23853211009174313,0.12844036697247707
2026-07-28,823350,"Reynolds, Bryan",668804,6,1,694297,R,5.0,1.0,0.23853211009174313,0.12844036697247707
2026-07-28,823350,"Triolo, Jared",669707,2,0,805299,L,2.0,1.0,0.29411764705882354,0.29411764705882354
2026-07-28,823350,"Valdez, Esmerlyn",699013,6,1,694297,R,5.0,1.0,0.23853211009174313,0.12844036697247707
2026-07-29,823351,"Davis, Henry",680779,3,0,593958,L,5.0,2.0,0.2627118644067797,0.13559322033898305
2026-07-29,823351,"Gonzales, Nick",693304,4,1,593958,L,5.0,1.0,0.2627118644067797,0.13559322033898305
2026-07-29,823351,"Lowe, Brandon",664040,4,1,593958,L,5.0,1.0,0.2627118644067797,0.13559322033898305
2026-07-29,823351,"Reynolds, Bryan",668804,4,1,593958,L,5.0,1.0,0.2627118644067797,0.13559322033898305
2026-07-29,823351,"Triolo, Jared",669707,3,2,593958,L,5.0,1.0,0.2627118644067797,0.13559322033898305
2026-07-29,823351,"Valdez, Esmerlyn",699013,4,0,593958,L,5.0,1.0,0.2627118644067797,0.13559322033898305
2026-07-30,824488,"Gonzales, Nick",693304,4,2,695076,R,6.0,1.0,0.25,0.1323529411764706
2026-07-30,824488,"Gonzalez, Jacob",694378,2,0,695076,R,6.0,2.0,0.25,0.1323529411764706
2026-07-30,824488,"Lowe, Brandon",664040,4,1,695076,R,6.0,1.0,0.25,0.1323529411764706
2026-07-30,824488,"Reynolds, Bryan",668804,4,0,695076,R,6.0,1.0,0.25,0.1323529411764706
2026-07-30,824488,"Triolo, Jared",669707,2,0,656271,L,2.0,1.0,0.1111111111111111,0.16666666666666666
2026-07-30,824488,"Valdez, Esmerlyn",699013,4,1,695076,R,6.0,1.0,0.25,0.1323529411764706
2026-07-31,824486,"Davis, Henry",680779,4,1,668881,R,6.0,2.0,,
2026-07-31,824486,"Gonzales, Nick",693304,5,2,668881,R,6.0,1.0,,
2026-07-31,824486,"Gonzalez, Jacob",694378,3,0,668881,R,6.0,1.0,,
2026-07-31,824486,"Lowe, Brandon",664040,5,3,668881,R,6.0,1.0,,
2026-07-31,824486,"Reynolds, Bryan",668804,5,2,668881,R,6.0,1.0,,
2026-07-31,824486,"Triolo, Jared",669707,1,0,572955,R,2.0,1.0,0.2631578947368421,0.15789473684210525
2026-07-31,824486,"Valdez, Esmerlyn",699013,5,0,668881,R,6.0,1.0,,
2026-08-01,824485,"Davis, Henry",680779,4,1,671096,L,6.0,1.0,0.1826086956521739,0.20869565217391303
2026-08-01,824485,"Gonzales, Nick",693304,4,0,671096,L,6.0,1.0,0.1826086956521739,0.20869565217391303
2026-08-01,824485,"Lowe, Brandon",664040,5,1,671096,L,6.0,1.0,0.1826086956521739,0.20869565217391303
2026-08-01,824485,"Reynolds, Bryan",668804,5,1,671096,L,6.0,1.0,0.1826086956521739,0.20869565217391303
2026-08-01,824485,"Triolo, Jared",669707,4,0,671096,L,6.0,1.0,0.1826086956521739,0.20869565217391303
2026-08-01,824485,"Valdez, Esmerlyn",699013,4,0,671096,L,6.0,1.0,0.1826086956521739,0.20869565217391303
2026-08-02,824483,"Gonzales, Nick",693304,4,0,695505,R,5.0,1.0,0.20869565217391303,0.22608695652173913
2026-08-02,824483,"Gonzalez, Jacob",694378,3,2,695505,R,5.0,2.0,0.20869565217391303,0.22608695652173913
2026-08-02,824483,"Horwitz, Spencer",687462,4,0,695505,R,5.0,39.0,0.20869565217391303,0.22608695652173913
2026-08-02,824483,"Lowe, Brandon",664040,3,0,695505,R,5.0,1.0,0.20869565217391303,0.22608695652173913
2026-08-02,824483,"Reynolds, Bryan",668804,4,1,695505,R,5.0,1.0,0.20869565217391303,0.22608695652173913
2026-08-02,824483,"Triolo, Jared",669707,1,1,622088,R,3.0,1.0,0.16,0.2
2026-08-02,824483,"Valdez, Esmerlyn",699013,4,0,695505,R,5.0,1.0,0.20869565217391303,0.22608695652173913
2026-08-03,823757,"Davis, Henry",680779,4,0,676879,L,5.0,2.0,0.25,0.3
2026-08-03,823757,"Gonzales, Nick",693304,4,0,687075,R,7.0,1.0,0.2,0.21904761904761905
2026-08-03,823757,"Gonzalez, Jacob",694378,4,0,676879,L,5.0,1.0,0.25,0.3
2026-08-03,823757,"Horwitz, Spencer",687462,4,1,687075,R,7.0,1.0,0.2,0.21904761904761905
2026-08-03,823757,"Lowe, Brandon",664040,5,1,687075,R,7.0,1.0,0.2,0.21904761904761905
2026-08-03,823757,"Reynolds, Bryan",668804,5,2,687075,R,7.0,1.0,0.2,0.21904761904761905
2026-08-03,823757,"Valdez, Esmerlyn",699013,4,0,687075,R,7.0,1.0,0.2,0.21904761904761905
2026-08-04,823756,"Gonzales, Nick",693304,4,0,701656,R,7.0,1.0,0.15151515151515152,0.31313131313131315
2026-08-04,823756,"Gonzalez, Jacob",694378,3,1,701656,R,7.0,1.0,0.15151515151515152,0.31313131313131315
2026-08-04,823756,"Horwitz, Spencer",687462,4,0,701656,R,7.0,1.0,0.15151515151515152,0.31313131313131315
2026-08-04,823756,"Lowe, Brandon",664040,4,2,701656,R,7.0,1.0,0.15151515151515152,0.31313131313131315
2026-08-04,823756,"Reynolds, Bryan",668804,4,0,701656,R,7.0,1.0,0.15151515151515152,0.31313131313131315
2026-08-04,823756,"Triolo, Jared",669707,3,0,701656,R,7.0,2.0,0.15151515151515152,0.31313131313131315
2026-08-04,823756,"Valdez, Esmerlyn",699013,4,0,701656,R,7.0,1.0,0.15151515151515152,0.31313131313131315
2026-08-05,823753,"Gonzales, Nick",693304,3,1,690986,L,28.0,1.0,0.2,0.25263157894736843
2026-08-05,823753,"Gonzalez, Jacob",694378,1,0,622608,R,1.0,1.0,0.35,0.2
2026-08-05,823753,"Horwitz, Spencer",687462,1,0,682842,R,1.0,1.0,0.2631578947368421,0.42105263157894735
2026-08-05,823753,"Lowe, Brandon",664040,4,0,690986,L,28.0,1.0,0.2,0.25263157894736843
2026-08-05,823753,"Reynolds, Bryan",668804,4,1,690986,L,28.0,1.0,0.2,0.25263157894736843
2026-08-05,823753,"Triolo, Jared",669707,2,0,690986,L,28.0,1.0,0.2,0.25263157894736843
2026-08-05,823753,"Valdez, Esmerlyn",699013,4,0,690986,L,28.0,1.0,0.2,0.25263157894736843
2026-08-06,823754,"Davis, Henry",680779,3,0,669160,R,8.0,3.0,0.2037037037037037,0.25925925925925924
2026-08-06,823754,"Gonzales, Nick",693304,4,2,669160,R,8.0,1.0,0.2037037037037037,0.25925925925925924
2026-08-06,823754,"Gonzalez, Jacob",694378,2,0,669160,R,8.0,1.0,0.2037037037037037,0.25925925925925924
2026-08-06,823754,"Horwitz, Spencer",687462,4,1,669160,R,8.0,1.0,0.2037037037037037,0.25925925925925924
2026-08-06,823754,"Lowe, Brandon",664040,4,1,669160,R,8.0,1.0,0.2037037037037037,0.25925925925925924
2026-08-06,823754,"Reynolds, Bryan",668804,4,0,669160,R,8.0,1.0,0.2037037037037037,0.25925925925925924
2026-08-06,823754,"Triolo, Jared",669707,1,0,669084,L,1.0,1.0,0.17142857142857143,0.2
2026-08-07,823349,"Gonzales, Nick",693304,4,2,804267,L,6.0,1.0,0.19130434782608696,0.1826086956521739
2026-08-07,823349,"Gonzalez, Jacob",694378,1,1,642207,R,5.0,1.0,0.23809523809523808,0.2857142857142857
2026-08-07,823349,"Horwitz, Spencer",687462,4,1,804267,L,6.0,1.0,0.19130434782608696,0.1826086956521739
2026-08-07,823349,"Lowe, Brandon",664040,5,1,804267,L,6.0,1.0,0.19130434782608696,0.1826086956521739
2026-08-07,823349,"Reynolds, Bryan",668804,6,2,804267,L,6.0,1.0,0.19130434782608696,0.1826086956521739
2026-08-07,823349,"Triolo, Jared",669707,3,2,804267,L,6.0,1.0,0.19130434782608696,0.1826086956521739
2026-08-07,823349,"Valdez, Esmerlyn",699013,4,0,804267,L,6.0,2.0,0.19130434782608696,0.1826086956521739
2026-08-08,823348,"Davis, Henry",680779,6,2,476594,R,6.0,2.0,,
2026-08-08,823348,"Gonzales, Nick",693304,5,1,476594,R,6.0,1.0,,
2026-08-08,823348,"Gonzalez, Jacob",694378,5,1,476594,R,6.0,1.0,,
2026-08-08,823348,"Horwitz, Spencer",687462,5,0,476594,R,6.0,1.0,,
2026-08-08,823348,"Lowe, Brandon",664040,5,1,476594,R,6.0,1.0,,
2026-08-08,823348,"Reynolds, Bryan",668804,5,1,476594,R,6.0,1.0,,
2026-08-08,823348,"Valdez, Esmerlyn",699013,5,1,476594,R,6.0,1.0,,
2026-08-09,823345,"Davis, Henry",680779,3,0,640455,L,5.0,1.0,0.2440944881889764,0.2125984251968504
2026-08-09,823345,"Gonzales, Nick",693304,4,0,640455,L,5.0,1.0,0.2440944881889764,0.2125984251968504
2026-08-09,823345,"Gonzalez, Jacob",694378,1,0,640455,L,5.0,1.0,0.2440944881889764,0.2125984251968504
2026-08-09,823345,"Lowe, Brandon",664040,2,0,640455,L,5.0,1.0,0.2440944881889764,0.2125984251968504
2026-08-09,823345,"Reynolds, Bryan",668804,3,1,640455,L,5.0,1.0,0.2440944881889764,0.2125984251968504
2026-08-09,823345,"Triolo, Jared",669707,3,0,640455,L,5.0,2.0,0.2440944881889764,0.2125984251968504
2026-08-09,823345,"Valdez, Esmerlyn",699013,4,0,640455,L,5.0,1.0,0.2440944881889764,0.2125984251968504
2026-08-11,823832,"Davis, Henry",680779,3,1,691587,R,6.0,2.0,0.20967741935483872,0.25806451612903225
2026-08-11,823832,"Gonzales, Nick",693304,3,0,691587,R,6.0,2.0,0.20967741935483872,0.25806451612903225
2026-08-11,823832,"Gonzalez, Jacob",694378,3,1,691587,R,6.0,2.0,0.20967741935483872,0.25806451612903225
2026-08-11,823832,"Horwitz, Spencer",687462,4,0,691587,R,6.0,3.0,0.20967741935483872,0.25806451612903225
2026-08-11,823832,"Lowe, Brandon",664040,4,0,691587,R,6.0,2.0,0.20967741935483872,0.25806451612903225
2026-08-11,823832,"Reynolds, Bryan",668804,4,0,691587,R,6.0,2.0,0.20967741935483872,0.25806451612903225
2026-08-11,823832,"Valdez, Esmerlyn",699013,3,1,691587,R,6.0,2.0,0.20967741935483872,0.25806451612903225
2026-08-12,823833,"Davis, Henry",680779,3,0,676083,R,6.0,1.0,0.24210526315789474,0.2
2026-08-12,823833,"Gonzales, Nick",693304,4,2,676083,R,6.0,1.0,0.24210526315789474,0.2
2026-08-12,823833,"Gonzalez, Jacob",694378,3,0,676083,R,6.0,1.0,0.24210526315789474,0.2
2026-08-12,823833,"Horwitz, Spencer",687462,4,0,676083,R,6.0,1.0,0.24210526315789474,0.2
2026-08-12,823833,"Lowe, Brandon",664040,4,1,676083,R,6.0,1.0,0.24210526315789474,0.2
2026-08-12,823833,"Reynolds, Bryan",668804,4,0,676083,R,6.0,1.0,0.24210526315789474,0.2
2026-08-12,823833,"Valdez, Esmerlyn",699013,4,1,676083,R,6.0,1.0,0.24210526315789474,0.2
2026-08-13,823829,"Gonzales, Nick",693304,5,2,663969,R,6.0,1.0,0.25,0.17857142857142858
2026-08-13,823829,"Gonzalez, Jacob",694378,5,1,663969,R,6.0,1.0,0.25,0.17857142857142858
2026-08-13,823829,"Horwitz, Spencer",687462,6,2,663969,R,6.0,1.0,0.25,0.17857142857142858
2026-08-13,823829,"Lowe, Brandon",664040,6,1,663969,R,6.0,1.0,0.25,0.17857142857142858
2026-08-13,823829,"Reynolds, Bryan",668804,5,0,663969,R,6.0,1.0,0.25,0.17857142857142858
2026-08-13,823829,"Triolo, Jared",669707,5,3,663969,R,6.0,4.0,0.25,0.17857142857142858
2026-08-13,823829,"Valdez, Esmerlyn",699013,5,2,663969,R,6.0,1.0,0.25,0.17857142857142858
2026-08-14,823346,"Davis, Henry",680779,3,0,687562,L,6.0,2.0,0.21951219512195122,0.16260162601626016
2026-08-14,823346,"Gonzales, Nick",693304,3,0,687562,L,6.0,1.0,0.21951219512195122,0.16260162601626016
2026-08-14,823346,"Gonzalez, Jacob",694378,1,1,687941,L,2.0,1.0,0.23076923076923078,0.20512820512820512
2026-08-14,823346,"Lowe, Brandon",664040,4,1,687562,L,6.0,1.0,0.21951219512195122,0.16260162601626016
2026-08-14,823346,"Reynolds, Bryan",668804,4,2,687562,L,6.0,1.0,0.21951219512195122,0.16260162601626016
2026-08-14,823346,"Triolo, Jared",669707,4,0,687562,L,6.0,1.0,0.21951219512195122,0.16260162601626016
2026-08-14,823346,"Valdez, Esmerlyn",699013,4,1,687562,L,6.0,1.0,0.21951219512195122,0.16260162601626016
2026-08-15,823347,"Gonzalez, Jacob",694378,3,0,543243,R,5.0,1.0,0.2421875,0.1953125
2026-08-15,823347,"Horwitz, Spencer",687462,4,0,543243,R,5.0,2.0,0.2421875,0.1953125
2026-08-15,823347,"Lowe, Brandon",664040,4,1,543243,R,5.0,1.0,0.2421875,0.1953125
2026-08-15,823347,"Reynolds, Bryan",668804,4,0,543243,R,5.0,1.0,0.2421875,0.1953125
2026-08-15,823347,"Triolo, Jared",669707,3,0,543243,R,5.0,1.0,0.2421875,0.1953125
2026-08-15,823347,"Valdez, Esmerlyn",699013,4,2,543243,R,5.0,1.0,0.2421875,0.1953125
2026-08-16,823344,"Davis, Henry",680779,4,0,663776,L,5.0,2.0,0.28205128205128205,0.20512820512820512
2026-08-16,823344,"Lowe, Brandon",664040,4,2,663776,L,5.0,1.0,0.28205128205128205,0.20512820512820512
2026-08-16,823344,"Reynolds, Bryan",668804,4,2,663776,L,5.0,1.0,0.28205128205128205,0.20512820512820512
2026-08-16,823344,"Triolo, Jared",669707,5,1,663776,L,5.0,1.0,0.28205128205128205,0.20512820512820512
2026-08-16,823344,"Valdez, Esmerlyn",699013,5,2,663776,L,5.0,1.0,0.28205128205128205,0.20512820512820512
2026-08-17,823343,"Davis, Henry",680779,4,1,664285,L,5.0,1.0,0.2457627118644068,0.16101694915254236
2026-08-17,823343,"Gonzales, Nick",693304,4,1,664285,L,5.0,3.0,0.2457627118644068,0.16101694915254236
2026-08-17,823343,"Gonzalez, Jacob",694378,2,0,640448,R,2.0,2.0,0.23809523809523808,0.09523809523809523
2026-08-17,823343,"Lowe, Brandon",664040,4,2,664285,L,5.0,1.0,0.2457627118644068,0.16101694915254236
2026-08-17,823343,"Reynolds, Bryan",668804,5,0,664285,L,5.0,1.0,0.2457627118644068,0.16101694915254236
2026-08-17,823343,"Triolo, Jared",669707,3,0,664285,L,5.0,1.0,0.2457627118644068,0.16101694915254236
2026-08-17,823343,"Valdez, Esmerlyn",699013,5,0,664285,L,5.0,1.0,0.2457627118644068,0.16101694915254236
2026-08-18,823341,"Cruz, Oneil",665833,3,1,672456,R,5.0,73.0,0.1896551724137931,0.13793103448275862
2026-08-18,823341,"Gonzalez, Jacob",694378,3,0,672456,R,5.0,1.0,0.1896551724137931,0.13793103448275862
2026-08-18,823341,"Horwitz, Spencer",687462,4,1,672456,R,5.0,3.0,0.1896551724137931,0.13793103448275862
2026-08-18,823341,"Lowe, Brandon",664040,4,0,672456,R,5.0,1.0,0.1896551724137931,0.13793103448275862
2026-08-18,823341,"Reynolds, Bryan",668804,4,1,672456,R,5.0,1.0,0.1896551724137931,0.13793103448275862
2026-08-18,823341,"Triolo, Jared",669707,3,1,672456,R,5.0,1.0,0.1896551724137931,0.13793103448275862
2026-08-18,823341,"Valdez, Esmerlyn",699013,4,0,672456,R,5.0,1.0,0.1896551724137931,0.13793103448275862
2026-08-19,823342,"Cruz, Oneil",665833,4,1,695549,R,5.0,1.0,,
2026-08-19,823342,"Davis, Henry",680779,2,0,695549,R,5.0,2.0,,
2026-08-19,823342,"Gonzales, Nick",693304,4,2,695549,R,5.0,2.0,,
2026-08-19,823342,"Gonzalez, Jacob",694378,2,1,695549,R,5.0,1.0,,
2026-08-19,823342,"Horwitz, Spencer",687462,5,0,695549,R,5.0,1.0,,
2026-08-19,823342,"Lowe, Brandon",664040,5,1,695549,R,5.0,1.0,,
2026-08-19,823342,"Reynolds, Bryan",668804,4,1,695549,R,5.0,1.0,,
2026-08-19,823342,"Triolo, Jared",669707,3,0,695549,R,5.0,1.0,,
2026-08-19,823342,"Valdez, Esmerlyn",699013,4,0,695549,R,5.0,1.0,,
2026-08-21,823911,"Cruz, Oneil",665833,5,1,808967,R,7.0,2.0,0.15267175572519084,0.22900763358778625
2026-08-21,823911,"Davis, Henry",680779,1,0,623465,R,3.0,2.0,0.2631578947368421,0.2631578947368421
2026-08-21,823911,"Gonzales, Nick",693304,5,2,808967,R,7.0,2.0,0.15267175572519084,0.22900763358778625
2026-08-21,823911,"Gonzalez, Jacob",694378,4,0,808967,R,7.0,2.0,0.15267175572519084,0.22900763358778625
2026-08-21,823911,"Horwitz, Spencer",687462,5,0,808967,R,7.0,2.0,0.15267175572519084,0.22900763358778625
2026-08-21,823911,"Lowe, Brandon",664040,5,2,808967,R,7.0,2.0,0.15267175572519084,0.22900763358778625
2026-08-21,823911,"Reynolds, Bryan",668804,5,2,808967,R,7.0,2.0,0.15267175572519084,0.22900763358778625
2026-08-21,823911,"Triolo, Jared",669707,4,0,808967,R,7.0,2.0,0.15267175572519084,0.22900763358778625
2026-08-22,823910,"Cruz, Oneil",665833,4,1,669373,L,6.0,1.0,0.184,0.296
2026-08-22,823910,"Davis, Henry",680779,3,0,669373,L,6.0,1.0,0.184,0.296
2026-08-22,823910,"Gonzales, Nick",693304,4,0,669373,L,6.0,1.0,0.184,0.296
2026-08-22,823910,"Reynolds, Bryan",668804,4,1,669373,L,6.0,1.0,0.184,0.296
2026-08-22,823910,"Triolo, Jared",669707,3,1,669373,L,6.0,1.0,0.184,0.296
2026-08-22,823910,"Valdez, Esmerlyn",699013,4,2,669373,L,6.0,3.0,0.184,0.296
2026-08-23,823909,"Cruz, Oneil",665833,1,0,683618,R,2.0,1.0,0.058823529411764705,0.35294117647058826
2026-08-23,823909,"Gonzales, Nick",693304,4,0,605483,L,6.0,1.0,,
2026-08-23,823909,"Gonzalez, Jacob",694378,1,0,683618,R,2.0,2.0,0.058823529411764705,0.35294117647058826
2026-08-23,823909,"Horwitz, Spencer",687462,4,1,605483,L,6.0,2.0,,
2026-08-23,823909,"Lowe, Brandon",664040,4,1,605483,L,6.0,2.0,,
2026-08-23,823909,"Reynolds, Bryan",668804,4,0,605483,L,6.0,1.0,,
2026-08-23,823909,"Triolo, Jared",669707,2,0,605483,L,6.0,1.0,,
2026-08-23,823909,"Valdez, Esmerlyn",699013,4,0,605483,L,6.0,1.0,,
2026-08-24,823260,"Cruz, Oneil",665833,6,0,592662,L,6.0,1.0,0.19469026548672566,0.18584070796460178
2026-08-24,823260,"Gonzales, Nick",693304,6,2,592662,L,6.0,1.0,0.19469026548672566,0.18584070796460178
2026-08-24,823260,"Gonzalez, Jacob",694378,3,0,699134,R,3.0,1.0,0.125,0.3333333333333333
2026-08-24,823260,"Horwitz, Spencer",687462,5,1,592662,L,6.0,1.0,0.19469026548672566,0.18584070796460178
2026-08-24,823260,"Lowe, Brandon",664040,5,0,592662,L,6.0,1.0,0.19469026548672566,0.18584070796460178
2026-08-24,823260,"Reynolds, Bryan",668804,6,1,592662,L,6.0,1.0,0.19469026548672566,0.18584070796460178
2026-08-24,823260,"Triolo, Jared",669707,5,2,592662,L,6.0,1.0,0.19469026548672566,0.18584070796460178
2026-08-24,823260,"Valdez, Esmerlyn",699013,4,1,592662,L,6.0,1.0,0.19469026548672566,0.18584070796460178
2026-08-25,823259,"Cruz, Oneil",665833,4,1,650633,R,6.0,1.0,0.2184873949579832,0.21008403361344538
2026-08-25,823259,"Davis, Henry",680779,2,0,650633,R,6.0,3.0,0.2184873949579832,0.21008403361344538
2026-08-25,823259,"Gonzales, Nick",693304,4,1,650633,R,6.0,1.0,0.2184873949579832,0.21008403361344538
2026-08-25,823259,"Gonzalez, Jacob",694378,3,0,650633,R,6.0,1.0,0.2184873949579832,0.21008403361344538
2026-08-25,823259,"Horwitz, Spencer",687462,4,1,650633,R,6.0,1.0,0.2184873949579832,0.21008403361344538
2026-08-25,823259,"Lowe, Brandon",664040,4,0,650633,R,6.0,1.0,0.2184873949579832,0.21008403361344538
2026-08-25,823259,"Reynolds, Bryan",668804,4,2,650633,R,6.0,1.0,0.2184873949579832,0.21008403361344538
2026-08-25,823259,"Triolo, Jared",669707,3,1,650633,R,6.0,1.0,0.2184873949579832,0.21008403361344538
2026-08-26,823255,"Cruz, Oneil",665833,4,0,681190,R,5.0,1.0,0.1568627450980392,0.10784313725490197
2026-08-26,823255,"Gonzales, Nick",693304,4,0,681190,R,5.0,1.0,0.1568627450980392,0.10784313725490197
2026-08-26,823255,"Gonzalez, Jacob",694378,2,0,681190,R,5.0,1.0,0.1568627450980392,0.10784313725490197
2026-08-26,823255,"Horwitz, Spencer",687462,5,2,681190,R,5.0,1.0,0.1568627450980392,0.10784313725490197
2026-08-26,823255,"Lowe, Brandon",664040,4,0,681190,R,5.0,1.0,0.1568627450980392,0.10784313725490197
2026-08-26,823255,"Reynolds, Bryan",668804,4,1,681190,R,5.0,1.0,0.1568627450980392,0.10784313725490197
2026-08-26,823255,"Triolo, Jared",669707,2,1,699134,R,2.0,1.0,0.19047619047619047,0.42857142857142855
2026-08-26,823255,"Valdez, Esmerlyn",699013,4,1,681190,R,5.0,2.0,0.1568627450980392,0.10784313725490197
2026-08-28,823013,"Cruz, Oneil",665833,4,2,687273,L,6.0,2.0,,
2026-08-28,823013,"Davis, Henry",680779,2,0,687273,L,6.0,3.0,,
2026-08-28,823013,"Gonzales, Nick",693304,4,1,687273,L,6.0,2.0,,
2026-08-28,823013,"Gonzalez, Jacob",694378,1,0,681676,R,3.0,2.0,0.27586206896551724,0.1724137931034483
2026-08-28,823013,"Horwitz, Spencer",687462,1,0,681676,R,3.0,2.0,0.27586206896551724,0.1724137931034483
2026-08-28,823013,"Lowe, Brandon",664040,1,0,681676,R,3.0,2.0,0.27586206896551724,0.1724137931034483
2026-08-28,823013,"Reynolds, Bryan",668804,4,0,687273,L,6.0,2.0,,
2026-08-28,823013,"Triolo, Jared",669707,3,2,687273,L,6.0,2.0,,
2026-08-28,823013,"Valdez, Esmerlyn",699013,4,0,687273,L,6.0,2.0,,
2026-08-29,823011,"Cruz, Oneil",665833,5,2,681517,R,6.0,1.0,0.25252525252525254,0.2727272727272727
2026-08-29,823011,"Gonzales, Nick",693304,5,2,681517,R,6.0,1.0,0.25252525252525254,0.2727272727272727
2026-08-29,823011,"Gonzalez, Jacob",694378,4,1,802408,L,96.0,1.0,,
2026-08-29,823011,"Horwitz, Spencer",687462,5,0,802408,L,96.0,1.0,,
2026-08-29,823011,"Lowe, Brandon",664040,5,1,802408,L,96.0,1.0,,
