game_date,game_pk,player_name,batter,plate_appearances,hits,starting_pitcher_id,starting_pitcher_hand,starting_pitcher_rest_days,batter_rest_days,hits_vs_L,hits_vs_R,pas_vs_L,pas_vs_R
2026-07-08,823360,"Gonzales, Nick",693304,4,0,656550,R,5.0,1.0,0,0,0,4
2026-07-08,823360,"Lowe, Brandon",664040,4,1,656550,R,5.0,1.0,0,1,1,3
2026-07-08,823360,"Mangum, Jake",663968,4,0,656550,R,5.0,1.0,0,0,1,3
2026-07-08,823360,"O'Hearn, Ryan",656811,4,1,656550,R,5.0,1.0,0,1,0,4
2026-07-09,823359,"Gonzales, Nick",693304,4,0,693821,R,12.0,1.0,0,0,0,4
2026-07-09,823359,"Lowe, Brandon",664040,5,0,693821,R,12.0,1.0,0,0,0,5
2026-07-09,823359,"Mangum, Jake",663968,5,4,693821,R,12.0,1.0,0,4,0,5
2026-07-09,823359,"O'Hearn, Ryan",656811,4,0,693821,R,12.0,1.0,0,0,2,2
2026-07-11,823356,"Gonzales, Nick",693304,4,0,675660,L,5.0,0.0,0,0,3,1
2026-07-11,823356,"Lowe, Brandon",664040,4,2,675660,L,5.0,0.0,1,1,3,1
2026-07-11,823356,"O'Hearn, Ryan",656811,4,0,675660,L,5.0,0.0,0,0,3,1
2026-07-11,823357,"Davis, Henry",680779,4,1,687075,R,6.0,3.0,0,1,0,4
2026-07-11,823357,"Gonzales, Nick",693304,4,1,687075,R,6.0,2.0,0,1,1,3
2026-07-11,823357,"Lowe, Brandon",664040,5,1,687075,R,6.0,2.0,1,0,1,4
2026-07-11,823357,"Mangum, Jake",663968,4,1,687075,R,6.0,2.0,1,0,1,3
2026-07-11,823357,"O'Hearn, Ryan",656811,4,0,687075,R,6.0,2.0,0,0,1,3
2026-07-12,823358,"Davis, Henry",680779,4,2,688107,L,5.0,1.0,2,0,2,2
2026-07-12,823358,"Gonzales, Nick",693304,5,2,688107,L,5.0,1.0,0,2,2,3
2026-07-12,823358,"Lowe, Brandon",664040,4,1,688107,L,5.0,1.0,1,0,3,1
2026-07-12,823358,"Mangum, Jake",663968,5,1,688107,L,5.0,1.0,0,1,3,2
2026-07-12,823358,"O'Hearn, Ryan",656811,4,2,688107,L,5.0,1.0,2,0,3,1
2026-07-18,824412,"Gonzales, Nick",693304,4,1,671106,L,54.0,0.0,1,0,2,2
2026-07-18,824412,"Lowe, Brandon",664040,4,0,671106,L,54.0,0.0,0,0,3,1
2026-07-18,824412,"Mangum, Jake",663968,6,1,671106,L,54.0,0.0,1,0,3,3
2026-07-18,824412,"O'Hearn, Ryan",656811,4,0,671106,L,54.0,0.0,0,0,4,0
2026-07-18,824414,"Davis, Henry",680779,4,1,668909,R,9.0,6.0,0,1,0,4
2026-07-18,824414,"Gonzales, Nick",693304,4,2,668909,R,9.0,6.0,0,2,0,4
2026-07-18,824414,"Lowe, Brandon",664040,4,2,668909,R,9.0,6.0,0,2,0,4
2026-07-18,824414,"Mangum, Jake",663968,5,0,668909,R,9.0,6.0,0,0,0,5
2026-07-18,824414,"O'Hearn, Ryan",656811,4,0,668909,R,9.0,6.0,0,0,0,4
2026-07-19,824411,"Davis, Henry",680779,4,0,676282,L,7.0,1.0,0,0,3,1
2026-07-19,824411,"Gonzales, Nick",693304,5,2,676282,L,7.0,1.0,2,0,4,1
2026-07-19,824411,"Mangum, Jake",663968,5,2,676282,L,7.0,1.0,1,1,4,1
2026-07-19,824411,"O'Hearn, Ryan",656811,5,0,676282,L,7.0,1.0,0,0,4,1
2026-07-20,823522,"Davis, Henry",680779,3,1,677960,L,10.0,1.0,1,0,2,1
2026-07-20,823522,"Gonzales, Nick",693304,5,1,677960,L,10.0,1.0,1,0,3,2
2026-07-20,823522,"Lowe, Brandon",664040,5,0,677960,L,10.0,2.0,0,0,4,1
2026-07-20,823522,"Mangum, Jake",663968,2,0,683409,R,1.0,1.0,0,0,0,2
2026-07-20,823522,"O'Hearn, Ryan",656811,4,2,677960,L,10.0,1.0,2,0,4,0
2026-07-22,823518,"Davis, Henry",680779,3,0,543037,R,5.0,2.0,0,0,1,2
2026-07-22,823518,"Gonzales, Nick",693304,4,2,543037,R,5.0,2.0,0,2,0,4
2026-07-22,823518,"Lowe, Brandon",664040,5,1,543037,R,5.0,2.0,0,1,0,5
2026-07-22,823518,"Mangum, Jake",663968,5,2,543037,R,5.0,2.0,0,2,1,4
2026-07-22,823518,"O'Hearn, Ryan",656811,4,0,543037,R,5.0,2.0,0,0,0,4
2026-07-22,823519,"Gonzales, Nick",693304,4,2,608331,L,70.0,0.0,1,1,2,2
2026-07-22,823519,"Lowe, Brandon",664040,3,0,608331,L,70.0,0.0,0,0,2,1
2026-07-22,823519,"O'Hearn, Ryan",656811,4,0,608331,L,70.0,0.0,0,0,3,1
2026-07-24,823352,"Davis, Henry",680779,4,2,571510,L,6.0,2.0,2,0,4,0
2026-07-24,823352,"Gonzales, Nick",693304,5,1,571510,L,6.0,2.0,1,0,4,1
2026-07-24,823352,"Lowe, Brandon",664040,4,0,571510,L,6.0,2.0,0,0,4,0
2026-07-24,823352,"Mangum, Jake",663968,5,2,571510,L,6.0,2.0,2,0,4,1
2026-07-24,823352,"O'Hearn, Ryan",656811,4,2,571510,L,6.0,2.0,1,1,3,1
2026-07-25,823355,"Davis, Henry",680779,3,1,684007,L,6.0,1.0,1,0,2,1
2026-07-25,823355,"Gonzales, Nick",693304,4,1,684007,L,6.0,1.0,1,0,3,1
2026-07-25,823355,"Mangum, Jake",663968,4,1,684007,L,6.0,1.0,1,0,3,1
2026-07-25,823355,"O'Hearn, Ryan",656811,3,1,684007,L,6.0,1.0,1,0,3,0
2026-07-26,823354,"Gonzales, Nick",693304,4,2,592791,R,6.0,1.0,1,1,1,3
2026-07-26,823354,"Lowe, Brandon",664040,4,3,592791,R,6.0,2.0,1,2,1,3
2026-07-26,823354,"Mangum, Jake",663968,4,1,592791,R,6.0,1.0,0,1,0,4
2026-07-26,823354,"O'Hearn, Ryan",656811,4,1,592791,R,6.0,1.0,0,1,1,3
2026-07-27,823353,"Davis, Henry",680779,2,0,518876,R,5.0,2.0,0,0,0,2
2026-07-27,823353,"Gonzales, Nick",693304,4,2,518876,R,5.0,1.0,0,2,0,4
2026-07-27,823353,"Lowe, Brandon",664040,5,3,518876,R,5.0,1.0,0,3,0,5
2026-07-27,823353,"Mangum, Jake",663968,5,1,518876,R,5.0,1.0,0,1,0,5
2026-07-27,823353,"O'Hearn, Ryan",656811,4,0,518876,R,5.0,1.0,0,0,0,4
2026-07-28,823350,"Gonzales, Nick",693304,6,2,694297,R,5.0,1.0,0,2,0,6
2026-07-28,823350,"Lowe, Brandon",664040,6,2,694297,R,5.0,1.0,0,2,0,6
2026-07-28,823350,"Mangum, Jake",663968,6,2,694297,R,5.0,1.0,0,2,0,6
2026-07-28,823350,"O'Hearn, Ryan",656811,6,2,694297,R,5.0,1.0,0,2,0,6
2026-07-29,823351,"Davis, Henry",680779,3,0,593958,L,5.0,2.0,0,0,3,0
2026-07-29,823351,"Gonzales, Nick",693304,4,1,593958,L,5.0,1.0,1,0,4,0
2026-07-29,823351,"Lowe, Brandon",664040,4,1,593958,L,5.0,1.0,1,0,4,0
2026-07-29,823351,"O'Hearn, Ryan",656811,4,0,593958,L,5.0,1.0,0,0,4,0
2026-07-30,824488,"Gonzales, Nick",693304,4,2,695076,R,6.0,1.0,0,2,1,3
2026-07-30,824488,"Lowe, Brandon",664040,4,1,695076,R,6.0,1.0,0,1,1,3
2026-07-30,824488,"Mangum, Jake",663968,5,1,695076,R,6.0,2.0,0,1,1,4
2026-07-30,824488,"O'Hearn, Ryan",656811,4,0,695076,R,6.0,1.0,0,0,0,4
2026-07-31,824486,"Davis, Henry",680779,4,1,668881,R,6.0,2.0,0,1,0,4
2026-07-31,824486,"Gonzales, Nick",693304,5,2,668881,R,6.0,1.0,1,1,1,4
2026-07-31,824486,"Lowe, Brandon",664040,5,3,668881,R,6.0,1.0,0,3,1,4
2026-07-31,824486,"Mangum, Jake",663968,5,2,668881,R,6.0,1.0,0,2,1,4
2026-07-31,824486,"O'Hearn, Ryan",656811,5,1,668881,R,6.0,1.0,0,1,1,4
2026-08-01,824485,"Davis, Henry",680779,4,1,671096,L,6.0,1.0,0,1,2,2
2026-08-01,824485,"Gonzales, Nick",693304,4,0,671096,L,6.0,1.0,0,0,4,0
2026-08-01,824485,"Lowe, Brandon",664040,5,1,671096,L,6.0,1.0,1,0,5,0
2026-08-01,824485,"Mangum, Jake",663968,5,2,671096,L,6.0,1.0,2,0,4,1
2026-08-02,824483,"Gonzales, Nick",693304,4,0,695505,R,5.0,1.0,0,0,1,3
2026-08-02,824483,"Horwitz, Spencer",687462,4,0,695505,R,5.0,39.0,0,0,1,3
2026-08-02,824483,"Lowe, Brandon",664040,3,0,695505,R,5.0,1.0,0,0,0,3
2026-08-02,824483,"Mangum, Jake",663968,4,0,695505,R,5.0,1.0,0,0,0,4
2026-08-03,823757,"Davis, Henry",680779,4,0,676879,L,5.0,2.0,0,0,1,3
2026-08-03,823757,"Gonzales, Nick",693304,4,0,687075,R,7.0,1.0,0,0,1,3
2026-08-03,823757,"Horwitz, Spencer",687462,4,1,687075,R,7.0,1.0,0,1,1,3
2026-08-03,823757,"Lowe, Brandon",664040,5,1,687075,R,7.0,1.0,0,1,1,4
2026-08-03,823757,"Mangum, Jake",663968,5,1,668831,R,7.0,1.0,0,1,0,5
2026-08-04,823756,"Gonzales, Nick",693304,4,0,701656,R,7.0,1.0,0,0,0,4
2026-08-04,823756,"Horwitz, Spencer",687462,4,0,701656,R,7.0,1.0,0,0,0,4
2026-08-04,823756,"Lowe, Brandon",664040,4,2,701656,R,7.0,1.0,0,2,0,4
2026-08-04,823756,"Mangum, Jake",663968,4,1,701656,R,7.0,1.0,0,1,0,4
2026-08-05,823753,"Gonzales, Nick",693304,3,1,690986,L,28.0,1.0,1,0,3,0
2026-08-05,823753,"Horwitz, Spencer",687462,1,0,682842,R,1.0,1.0,0,0,0,1
2026-08-05,823753,"Lowe, Brandon",664040,4,0,690986,L,28.0,1.0,0,0,2,2
2026-08-05,823753,"Mangum, Jake",663968,4,0,690986,L,28.0,1.0,0,0,2,2
2026-08-05,823753,"Simon, Ronny",682927,2,0,694477,R,2.0,,0,0,0,2
2026-08-06,823754,"Davis, Henry",680779,3,0,669160,R,8.0,3.0,0,0,1,2
2026-08-06,823754,"Gonzales, Nick",693304,4,2,669160,R,8.0,1.0,1,1,1,3
2026-08-06,823754,"Horwitz, Spencer",687462,4,1,669160,R,8.0,1.0,0,1,0,4
2026-08-06,823754,"Lowe, Brandon",664040,4,1,669160,R,8.0,1.0,0,1,1,3
2026-08-06,823754,"Mangum, Jake",663968,4,1,669160,R,8.0,1.0,1,0,1,3
2026-08-06,823754,"Simon, Ronny",682927,4,0,669160,R,8.0,1.0,0,0,1,3
2026-08-07,823349,"Gonzales, Nick",693304,4,2,804267,L,6.0,1.0,1,1,2,2
2026-08-07,823349,"Horwitz, Spencer",687462,4,1,804267,L,6.0,1.0,0,1,2,2
2026-08-07,823349,"Lowe, Brandon",664040,5,1,804267,L,6.0,1.0,0,1,3,2
2026-08-07,823349,"Mangum, Jake",663968,5,0,804267,L,6.0,1.0,0,0,4,1
2026-08-07,823349,"Simon, Ronny",682927,4,2,804267,L,6.0,1.0,0,2,2,2
2026-08-08,823348,"Davis, Henry",680779,6,2,476594,R,6.0,2.0,0,2,0,6
2026-08-08,823348,"Gonzales, Nick",693304,5,1,476594,R,6.0,1.0,0,1,0,5
2026-08-08,823348,"Horwitz, Spencer",687462,5,0,476594,R,6.0,1.0,0,0,0,5
2026-08-08,823348,"Lowe, Brandon",664040,5,1,476594,R,6.0,1.0,0,1,0,5
2026-08-08,823348,"Mangum, Jake",663968,5,3,476594,R,6.0,1.0,0,3,0,5
2026-08-08,823348,"Simon, Ronny",682927,5,2,476594,R,6.0,1.0,0,2,0,5
2026-08-09,823345,"Davis, Henry",680779,3,0,640455,L,5.0,1.0,0,0,2,1
2026-08-09,823345,"Gonzales, Nick",693304,4,0,640455,L,5.0,1.0,0,0,3,1
2026-08-09,823345,"Lowe, Brandon",664040,2,0,640455,L,5.0,1.0,0,0,2,0
2026-08-09,823345,"Mangum, Jake",663968,4,2,640455,L,5.0,1.0,1,1,3,1
2026-08-09,823345,"Simon, Ronny",682927,4,1,640455,L,5.0,1.0,1,0,3,1
2026-08-11,823832,"Davis, Henry",680779,3,1,691587,R,6.0,2.0,0,1,0,3
2026-08-11,823832,"Gonzales, Nick",693304,3,0,691587,R,6.0,2.0,0,0,0,3
2026-08-11,823832,"Horwitz, Spencer",687462,4,0,691587,R,6.0,3.0,0,0,0,4
2026-08-11,823832,"Lowe, Brandon",664040,4,0,691587,R,6.0,2.0,0,0,0,4
2026-08-11,823832,"Mangum, Jake",663968,4,0,691587,R,6.0,2.0,0,0,0,4
2026-08-11,823832,"Simon, Ronny",682927,3,1,691587,R,6.0,2.0,0,1,0,3
2026-08-12,823833,"Davis, Henry",680779,3,0,676083,R,6.0,1.0,0,0,0,3
2026-08-12,823833,"Gonzales, Nick",693304,4,2,676083,R,6.0,1.0,0,2,0,4
2026-08-12,823833,"Horwitz, Spencer",687462,4,0,676083,R,6.0,1.0,0,0,0,4
2026-08-12,823833,"Lowe, Brandon",664040,4,1,676083,R,6.0,1.0,0,1,0,4
2026-08-12,823833,"Mangum, Jake",663968,4,0,676083,R,6.0,1.0,0,0,0,4
2026-08-12,823833,"Simon, Ronny",682927,4,2,676083,R,6.0,1.0,0,2,0,4
2026-08-13,823829,"Gonzales, Nick",693304,5,2,663969,R,6.0,1.0,0,2,1,4
2026-08-13,823829,"Horwitz, Spencer",687462,6,2,663969,R,6.0,1.0,0,2,2,4
2026-08-13,823829,"Lowe, Brandon",664040,6,1,663969,R,6.0,1.0,0,1,1,5
2026-08-13,823829,"Mangum, Jake",663968,5,3,663969,R,6.0,1.0,1,2,2,3
2026-08-14,823346,"Davis, Henry",680779,3,0,687562,L,6.0,2.0,0,0,3,0
2026-08-14,823346,"Gonzales, Nick",693304,3,0,687562,L,6.0,1.0,0,0,3,0
2026-08-14,823346,"Lowe, Brandon",664040,4,1,687562,L,6.0,1.0,1,0,4,0
2026-08-14,823346,"Mangum, Jake",663968,4,0,687562,L,6.0,1.0,0,0,4,0
2026-08-14,823346,"Simon, Ronny",682927,4,1,687562,L,6.0,2.0,1,0,4,0
2026-08-15,823347,"Horwitz, Spencer",687462,4,0,543243,R,5.0,2.0,0,0,1,3
2026-08-15,823347,"Lowe, Brandon",664040,4,1,543243,R,5.0,1.0,0,1,1,3
2026-08-15,823347,"Mangum, Jake",663968,3,2,543243,R,5.0,1.0,0,2,0,3
2026-08-15,823347,"Simon, Ronny",682927,4,0,543243,R,5.0,1.0,0,0,1,3
2026-08-16,823344,"Davis, Henry",680779,4,0,663776,L,5.0,2.0,0,0,4,0
2026-08-16,823344,"Lowe, Brandon",664040,4,2,663776,L,5.0,1.0,2,0,4,0
2026-08-16,823344,"Mangum, Jake",663968,4,1,663776,L,5.0,1.0,1,0,4,0
2026-08-17,823343,"Davis, Henry",680779,4,1,664285,L,5.0,1.0,0,1,3,1
2026-08-17,823343,"Gonzales, Nick",693304,4,1,664285,L,5.0,3.0,1,0,3,1
2026-08-17,823343,"Lowe, Brandon",664040,4,2,664285,L,5.0,1.0,2,0,4,0
2026-08-17,823343,"Mangum, Jake",663968,4,0,664285,L,5.0,1.0,0,0,4,0
2026-08-18,823341,"Cruz, Oneil",665833,3,1,672456,R,5.0,73.0,0,1,0,3
2026-08-18,823341,"Horwitz, Spencer",687462,4,1,672456,R,5.0,3.0,0,1,1,3
2026-08-18,823341,"Lowe, Brandon",664040,4,0,672456,R,5.0,1.0,0,0,1,3
2026-08-18,823341,"Mangum, Jake",663968,3,1,672456,R,5.0,1.0,0,1,0,3
2026-08-19,823342,"Cruz, Oneil",665833,4,1,695549,R,5.0,1.0,0,1,1,3
2026-08-19,823342,"Davis, Henry",680779,2,0,695549,R,5.0,2.0,0,0,0,2
2026-08-19,823342,"Gonzales, Nick",693304,4,2,695549,R,5.0,2.0,1,1,1,3
2026-08-19,823342,"Horwitz, Spencer",687462,5,0,695549,R,5.0,1.0,0,0,0,5
2026-08-19,823342,"Lowe, Brandon",664040,5,1,695549,R,5.0,1.0,0,1,1,4
2026-08-19,823342,"Mangum, Jake",663968,1,0,445276,R,2.0,1.0,0,0,0,1
2026-08-21,823911,"Cruz, Oneil",665833,5,1,808967,R,7.0,2.0,0,1,0,5
2026-08-21,823911,"Davis, Henry",680779,1,0,623465,R,3.0,2.0,0,0,0,1
2026-08-21,823911,"Gonzales, Nick",693304,5,2,808967,R,7.0,2.0,0,2,0,5
2026-08-21,823911,"Horwitz, Spencer",687462,5,0,808967,R,7.0,2.0,0,0,0,5
2026-08-21,823911,"Lowe, Brandon",664040,5,2,808967,R,7.0,2.0,0,2,0,5
2026-08-21,823911,"Mangum, Jake",663968,4,1,808967,R,7.0,2.0,0,1,0,4
2026-08-22,823910,"Cruz, Oneil",665833,4,1,669373,L,6.0,1.0,1,0,4,0
2026-08-22,823910,"Davis, Henry",680779,3,0,669373,L,6.0,1.0,0,0,3,0
2026-08-22,823910,"Gonzales, Nick",693304,4,0,669373,L,6.0,1.0,0,0,3,1
2026-08-22,823910,"Mangum, Jake",663968,4,0,669373,L,6.0,1.0,0,0,4,0
2026-08-23,823909,"Cruz, Oneil",665833,1,0,683618,R,2.0,1.0,0,0,0,1
2026-08-23,823909,"Gonzales, Nick",693304,4,0,605483,L,6.0,1.0,0,0,3,1
2026-08-23,823909,"Horwitz, Spencer",687462,4,1,605483,L,6.0,2.0,1,0,3,1
2026-08-23,823909,"Lowe, Brandon",664040,4,1,605483,L,6.0,2.0,1,0,4,0
2026-08-24,823260,"Cruz, Oneil",665833,6,0,592662,L,6.0,1.0,0,0,5,1
2026-08-24,823260,"Gonzales, Nick",693304,6,2,592662,L,6.0,1.0,0,2,4,2
2026-08-24,823260,"Horwitz, Spencer",687462,5,1,592662,L,6.0,1.0,1,0,4,1
2026-08-24,823260,"Lowe, Brandon",664040,5,0,592662,L,6.0,1.0,0,0,4,1
2026-08-24,823260,"Mangum, Jake",663968,2,0,695243,R,2.0,2.0,0,0,0,2
2026-08-25,823259,"Cruz, Oneil",665833,4,1,650633,R,6.0,1.0,0,1,0,4
2026-08-25,823259,"Davis, Henry",680779,2,0,650633,R,6.0,3.0,0,0,0,2
2026-08-25,823259,"Gonzales, Nick",693304,4,1,650633,R,6.0,1.0,0,1,0,4
2026-08-25,823259,"Horwitz, Spencer",687462,4,1,650633,R,6.0,1.0,0,1,1,3
2026-08-25,823259,"Lowe, Brandon",664040,4,0,650633,R,6.0,1.0,0,0,1,3
2026-08-25,823259,"Mangum, Jake",663968,4,0,650633,R,6.0,1.0,0,0,0,4
2026-08-26,823255,"Cruz, Oneil",665833,4,0,681190,R,5.0,1.0,0,0,1,3
2026-08-26,823255,"Gonzales, Nick",693304,4,0,681190,R,5.0,1.0,0,0,0,4
2026-08-26,823255,"Horwitz, Spencer",687462,5,2,681190,R,5.0,1.0,1,1,2,3
2026-08-26,823255,"Lowe, Brandon",664040,4,0,681190,R,5.0,1.0,0,0,2,2
2026-08-26,823255,"Mangum, Jake",663968,4,0,681190,R,5.0,1.0,0,0,0,4
2026-08-28,823013,"Cruz, Oneil",665833,4,2,687273,L,6.0,2.0,2,0,4,0
2026-08-28,823013,"Davis, Henry",680779,2,0,687273,L,6.0,3.0,0,0,2,0
2026-08-28,823013,"Gonzales, Nick",693304,4,1,687273,L,6.0,2.0,1,0,3,1
2026-08-28,823013,"Horwitz, Spencer",687462,1,0,681676,R,3.0,2.0,0,0,0,1
2026-08-28,823013,"Lowe, Brandon",664040,1,0,681676,R,3.0,2.0,0,0,0,1
2026-08-28,823013,"Mangum, Jake",663968,4,0,687273,L,6.0,2.0,0,0,2,2
2026-08-29,823011,"Cruz, Oneil",665833,5,2,681517,R,6.0,1.0,1,1,1,4
2026-08-29,823011,"Gonzales, Nick",693304,5,2,681517,R,6.0,1.0,0,2,1,4
2026-08-29,823011,"Horwitz, Spencer",687462,5,0,802408,L,96.0,1.0,0,0,2,3
2026-08-29,823011,"Lowe, Brandon",664040,5,1,802408,L,96.0,1.0,0,1,2,3
2026-08-29,823011,"Mangum, Jake",663968,4,2,802408,L,96.0,1.0,1,1,2,2
2026-08-30,823010,"Cruz, Oneil",665833,5,1,669461,L,5.0,1.0,1,0,3,2
2026-08-30,823010,"Horwitz, Spencer",687462,4,0,669461,L,5.0,1.0,0,0,3,1
2026-08-30,823010,"Lowe, Brandon",664040,4,2,669461,L,5.0,1.0,1,1,3,1
2026-08-30,823010,"Mangum, Jake",663968,4,1,669461,L,5.0,1.0,1,0,3,1
2026-09-01,823340,"Cruz, Oneil",665833,6,4,702885,L,6.0,2.0,1,3,2,4
2026-09-01,823340,"Davis, Henry",680779,4,1,657277,R,6.0,4.0,0,1,2,2
2026-09-01,823340,"Gonzales, Nick",693304,6,3,702885,L,6.0,3.0,0,3,2,4
2026-09-01,823340,"Horwitz, Spencer",687462,6,2,702885,L,6.0,2.0,0,2,2,4
2026-09-01,823340,"Lowe, Brandon",664040,6,4,702885,L,6.0,2.0,1,3,2,4
2026-09-01,823340,"Mangum, Jake",663968,1,0,805345,R,3.0,2.0,0,0,0,1
2026-09-02,823339,"Cruz, Oneil",665833,5,1,694738,R,6.0,1.0,0,1,1,4
2026-09-02,823339,"Gonzales, Nick",693304,5,1,694738,R,6.0,1.0,0,1,1,4
2026-09-02,823339,"Horwitz, Spencer",687462,5,1,694738,R,6.0,1.0,0,1,0,5
2026-09-02,823339,"Lowe, Brandon",664040,5,1,694738,R,6.0,1.0,1,0,1,4
2026-09-02,823339,"Mangum, Jake",663968,4,1,694738,R,6.0,1.0,0,1,0,4
2026-09-03,823337,"Cruz, Oneil",665833,4,0,694918,R,6.0,1.0,0,0,1,3
2026-09-03,823337,"Gonzales, Nick",693304,4,1,694918,R,6.0,1.0,0,1,0,4
2026-09-03,823337,"Horwitz, Spencer",687462,5,1,694918,R,6.0,1.0,0,1,1,4
2026-09-03,823337,"Lowe, Brandon",664040,4,0,694918,R,6.0,1.0,0,0,0,4
2026-09-03,823337,"Mangum, Jake",663968,4,1,694918,R,6.0,1.0,0,1,1,3
2026-09-04,823338,"Cruz, Oneil",665833,4,0,696270,R,6.0,1.0,0,0,1,3
2026-09-04,823338,"Davis, Henry",680779,3,0,696270,R,6.0,3.0,0,0,1,2
2026-09-04,823338,"Gonzales, Nick",693304,4,0,696270,R,6.0,1.0,0,0,1,3
2026-09-04,823338,"Griffin, Konnor",804606,3,0,696270,R,6.0,61.0,0,0,0,3
2026-09-04,823338,"Horwitz, Spencer",687462,4,0,696270,R,6.0,1.0,0,0,1,3
2026-09-04,823338,"Lowe, Brandon",664040,4,1,696270,R,6.0,1.0,0,1,1,3
2026-09-04,823338,"Mangum, Jake",663968,3,1,696270,R,6.0,1.0,0,1,0,3
2026-09-05,823335,"Cruz, Oneil",665833,4,1,579328,L,6.0,1.0,0,1,3,1
2026-09-05,823335,"Gonzales, Nick",693304,5,1,579328,L,6.0,1.0,1,0,3,2
2026-09-05,823335,"Griffin, Konnor",804606,4,0,579328,L,6.0,1.0,0,0,3,1
2026-09-05,823335,"Horwitz, Spencer",687462,2,0,820862,R,1.0,1.0,0,0,0,2
2026-09-05,823335,"Lowe, Brandon",664040,2,0,820862,R,1.0,1.0,0,0,0,2
2026-09-05,823335,"Mangum, Jake",663968,4,0,579328,L,6.0,1.0,0,0,2,2
2026-09-06,823336,"Cruz, Oneil",665833,3,0,700712,R,6.0,1.0,0,0,0,3
2026-09-06,823336,"Davis, Henry",680779,3,1,700712,R,6.0,2.0,0,1,0,3
2026-09-06,823336,"Gonzales, Nick",693304,3,0,700712,R,6.0,1.0,0,0,0,3
2026-09-06,823336,"Griffin, Konnor",804606,3,0,700712,R,6.0,1.0,0,0,0,3
2026-09-06,823336,"Horwitz, Spencer",687462,3,0,700712,R,6.0,1.0,0,0,0,3
2026-09-06,823336,"Lowe, Brandon",664040,3,2,700712,R,6.0,1.0,0,2,0,3
2026-09-08,824551,"Cruz, Oneil",665833,5,3,664353,R,5.0,2.0,1,2,1,4
2026-09-08,824551,"Griffin, Konnor",804606,6,2,664353,R,5.0,2.0,1,1,1,5
2026-09-08,824551,"Horwitz, Spencer",687462,5,2,805326,L,3.0,2.0,1,1,2,3
2026-09-08,824551,"Lowe, Brandon",664040,5,2,664353,R,5.0,2.0,0,2,1,4
2026-09-08,824551,"Mangum, Jake",663968,5,2,664353,R,5.0,3.0,0,2,1,4
2026-09-09,824549,"Cruz, Oneil",665833,4,1,663436,R,7.0,1.0,0,1,1,3
2026-09-09,824549,"Gonzales, Nick",693304,4,1,663436,R,7.0,3.0,1,0,1,3
2026-09-09,824549,"Griffin, Konnor",804606,5,1,663436,R,7.0,1.0,1,0,1,4
2026-09-09,824549,"Horwitz, Spencer",687462,4,1,663436,R,7.0,1.0,1,0,1,3
2026-09-09,824549,"Lowe, Brandon",664040,5,2,663436,R,7.0,1.0,1,1,2,3
2026-09-09,824549,"Simon, Ronny",682927,1,0,656794,L,4.0,25.0,0,0,1,0
2026-09-10,824550,"Cruz, Oneil",665833,4,3,607200,R,6.0,1.0,2,1,2,2
2026-09-10,824550,"Gonzales, Nick",693304,4,1,607200,R,6.0,1.0,0,1,1,3
2026-09-10,824550,"Griffin, Konnor",804606,4,0,607200,R,6.0,1.0,0,0,1,3
2026-09-10,824550,"Horwitz, Spencer",687462,3,1,607200,R,6.0,1.0,1,0,1,2
2026-09-10,824550,"Lowe, Brandon",664040,4,0,607200,R,6.0,1.0,0,0,1,3
2026-09-10,824550,"Mangum, Jake",663968,3,0,607200,R,6.0,2.0,0,0,1,2
2026-09-11,824631,"Cruz, Oneil",665833,3,1,684007,L,7.0,1.0,1,0,3,0
2026-09-11,824631,"Davis, Henry",680779,2,0,684007,L,7.0,5.0,0,0,2,0
2026-09-11,824631,"Gonzales, Nick",693304,4,1,684007,L,7.0,1.0,0,1,3,1
2026-09-11,824631,"Griffin, Konnor",804606,4,2,684007,L,7.0,1.0,2,0,3,1
2026-09-11,824631,"Mangum, Jake",663968,4,1,684007,L,7.0,1.0,0,1,2,2
2026-09-11,824631,"O'Hearn, Ryan",656811,2,0,665871,R,6.0,42.0,0,0,0,2
2026-09-12,824630,"Cruz, Oneil",665833,5,0,605280,R,6.0,1.0,0,0,1,4
2026-09-12,824630,"Davis, Henry",680779,3,0,605280,R,6.0,1.0,0,0,0,3
2026-09-12,824630,"Griffin, Konnor",804606,4,0,605280,R,6.0,1.0,0,0,0,4
2026-09-12,824630,"Horwitz, Spencer",687462,4,1,605280,R,6.0,2.0,0,1,1,3
2026-09-12,824630,"Lowe, Brandon",664040,5,1,605280,R,6.0,2.0,0,1,1,4
2026-09-12,824630,"Mangum, Jake",663968,4,0,605280,R,6.0,1.0,0,0,1,3
2026-09-12,824630,"O'Hearn, Ryan",656811,4,1,605280,R,6.0,1.0,0,1,0,4
2026-09-13,824628,"Cruz, Oneil",665833,5,1,571510,L,6.0,1.0,1,0,3,2
2026-09-13,824628,"Davis, Henry",680779,4,0,571510,L,6.0,1.0,0,0,2,2
2026-09-13,824628,"Gonzales, Nick",693304,4,1,571510,L,6.0,2.0,1,0,3,1
2026-09-13,824628,"Griffin, Konnor",804606,5,1,571510,L,6.0,1.0,1,0,3,2
2026-09-13,824628,"Lowe, Brandon",664040,2,1,650644,R,5.0,1.0,0,1,1,1
2026-09-13,824628,"Mangum, Jake",663968,4,2,571510,L,6.0,1.0,2,0,3,1
