game_date,game_pk,player_name,batter,plate_appearances,hits,singles,doubles,triples,home_runs,strikeouts,total_bases,target_hit
2026-06-07,824916,"Lowe, Brandon",664040,1,1,0,1,0,0,0,2,1
2026-06-07,824916,"Mangum, Jake",663968,4,1,1,0,0,0,0,1,1
2026-06-07,824916,"Reynolds, Bryan",668804,4,0,0,0,0,0,1,0,0
2026-06-09,823374,"Davis, Henry",680779,3,0,0,0,0,0,2,0,0
2026-06-09,823374,"Gonzales, Nick",693304,4,0,0,0,0,0,1,0,0
2026-06-09,823374,"Lowe, Brandon",664040,3,0,0,0,0,0,0,0,0
2026-06-09,823374,"Mangum, Jake",663968,4,0,0,0,0,0,1,0,0
2026-06-09,823374,"Reynolds, Bryan",668804,4,2,0,1,0,1,2,6,1
2026-06-09,824591,"Gonzalez, Jacob",694378,5,2,2,0,0,0,1,2,1
2026-06-10,823372,"Gonzales, Nick",693304,4,0,0,0,0,0,1,0,0
2026-06-10,823372,"Horwitz, Spencer",687462,5,2,1,0,0,1,1,5,1
2026-06-10,823372,"Lowe, Brandon",664040,5,1,0,1,0,0,0,2,1
2026-06-10,823372,"Mangum, Jake",663968,4,3,2,1,0,0,0,4,1
2026-06-10,823372,"Reynolds, Bryan",668804,5,1,1,0,0,0,1,1,1
2026-06-10,824590,"Gonzalez, Jacob",694378,3,0,0,0,0,0,1,0,0
2026-06-11,823371,"Gonzales, Nick",693304,5,2,2,0,0,0,1,2,1
2026-06-11,823371,"Horwitz, Spencer",687462,5,2,2,0,0,0,2,2,1
2026-06-11,823371,"Lowe, Brandon",664040,5,1,0,0,0,1,1,4,1
2026-06-11,823371,"Mangum, Jake",663968,4,1,0,1,0,0,1,2,1
2026-06-11,823371,"Reynolds, Bryan",668804,5,1,1,0,0,0,2,1,1
2026-06-11,823371,"Valdez, Esmerlyn",699013,2,0,0,0,0,0,0,0,0
2026-06-12,823370,"Gonzales, Nick",693304,4,1,1,0,0,0,0,1,1
2026-06-12,823370,"Horwitz, Spencer",687462,4,0,0,0,0,0,0,0,0
2026-06-12,823370,"Lowe, Brandon",664040,4,1,0,0,0,1,2,4,1
2026-06-12,823370,"Mangum, Jake",663968,3,0,0,0,0,0,0,0,0
2026-06-12,823370,"Reynolds, Bryan",668804,4,1,1,0,0,0,0,1,1
2026-06-12,823370,"Valdez, Esmerlyn",699013,1,0,0,0,0,0,1,0,0
2026-06-12,824588,"Gonzalez, Jacob",694378,4,0,0,0,0,0,1,0,0
2026-06-13,823369,"Gonzales, Nick",693304,4,0,0,0,0,0,1,0,0
2026-06-13,823369,"Horwitz, Spencer",687462,5,1,1,0,0,0,1,1,1
2026-06-13,823369,"Lowe, Brandon",664040,5,0,0,0,0,0,1,0,0
2026-06-13,823369,"Mangum, Jake",663968,4,2,2,0,0,0,1,2,1
2026-06-13,823369,"Reynolds, Bryan",668804,4,1,0,1,0,0,1,2,1
2026-06-13,824587,"Gonzalez, Jacob",694378,3,0,0,0,0,0,2,0,0
2026-06-14,823368,"Davis, Henry",680779,3,0,0,0,0,0,1,0,0
2026-06-14,823368,"Gonzales, Nick",693304,4,2,2,0,0,0,0,2,1
2026-06-14,823368,"Horwitz, Spencer",687462,5,0,0,0,0,0,3,0,0
2026-06-14,823368,"Lowe, Brandon",664040,5,0,0,0,0,0,3,0,0
2026-06-14,823368,"Mangum, Jake",663968,4,2,2,0,0,0,0,2,1
2026-06-14,823368,"Reynolds, Bryan",668804,5,2,0,1,0,1,0,6,1
2026-06-14,824586,"Gonzalez, Jacob",694378,4,0,0,0,0,0,1,0,0
2026-06-15,824993,"Gonzales, Nick",693304,4,0,0,0,0,0,1,0,0
2026-06-15,824993,"Horwitz, Spencer",687462,5,1,0,1,0,0,0,2,1
2026-06-15,824993,"Lowe, Brandon",664040,5,1,1,0,0,0,2,1,1
2026-06-15,824993,"Mangum, Jake",663968,4,1,1,0,0,0,0,1,1
2026-06-15,824993,"Reynolds, Bryan",668804,4,1,1,0,0,0,1,1,1
2026-06-15,824993,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,1,0,0
2026-06-16,823535,"Gonzalez, Jacob",694378,3,0,0,0,0,0,1,0,0
2026-06-16,824991,"Gonzales, Nick",693304,4,0,0,0,0,0,1,0,0
2026-06-16,824991,"Horwitz, Spencer",687462,5,0,0,0,0,0,0,0,0
2026-06-16,824991,"Lowe, Brandon",664040,5,1,0,0,0,1,3,4,1
2026-06-16,824991,"Mangum, Jake",663968,4,1,1,0,0,0,0,1,1
2026-06-16,824991,"Reynolds, Bryan",668804,5,4,2,0,0,2,0,10,1
2026-06-17,823536,"Gonzalez, Jacob",694378,2,0,0,0,0,0,0,0,0
2026-06-17,824992,"Davis, Henry",680779,5,1,0,1,0,0,1,2,1
2026-06-17,824992,"Gonzales, Nick",693304,5,2,2,0,0,0,1,2,1
2026-06-17,824992,"Horwitz, Spencer",687462,6,2,0,2,0,0,0,4,1
2026-06-17,824992,"Lowe, Brandon",664040,5,1,1,0,0,0,0,1,1
2026-06-17,824992,"Mangum, Jake",663968,5,1,1,0,0,0,1,1,1
2026-06-17,824992,"Reynolds, Bryan",668804,5,2,1,1,0,0,2,3,1
2026-06-17,824992,"Valdez, Esmerlyn",699013,1,0,0,0,0,0,1,0,0
2026-06-18,823533,"Gonzalez, Jacob",694378,2,0,0,0,0,0,1,0,0
2026-06-19,824345,"Gonzales, Nick",693304,4,1,0,0,1,0,0,3,1
2026-06-19,824345,"Horwitz, Spencer",687462,4,0,0,0,0,0,0,0,0
2026-06-19,824345,"Lowe, Brandon",664040,4,1,0,1,0,0,2,2,1
2026-06-19,824345,"Reynolds, Bryan",668804,1,1,1,0,0,0,0,1,1
2026-06-19,824345,"Valdez, Esmerlyn",699013,3,1,0,1,0,0,1,2,1
2026-06-20,824263,"Gonzalez, Jacob",694378,2,0,0,0,0,0,0,0,0
2026-06-20,824342,"Davis, Henry",680779,2,0,0,0,0,0,0,0,0
2026-06-20,824342,"Gonzales, Nick",693304,4,0,0,0,0,0,2,0,0
2026-06-20,824342,"Horwitz, Spencer",687462,4,2,1,0,0,1,0,5,1
2026-06-20,824342,"Lowe, Brandon",664040,4,2,1,1,0,0,1,3,1
2026-06-20,824342,"Mangum, Jake",663968,4,1,0,1,0,0,1,2,1
2026-06-20,824342,"Reynolds, Bryan",668804,4,1,1,0,0,0,1,1,1
2026-06-21,824260,"Gonzalez, Jacob",694378,4,0,0,0,0,0,0,0,0
2026-06-21,824343,"Gonzales, Nick",693304,4,2,1,0,0,1,1,5,1
2026-06-21,824343,"Horwitz, Spencer",687462,5,2,2,0,0,0,1,2,1
2026-06-21,824343,"Lowe, Brandon",664040,5,1,1,0,0,0,0,1,1
2026-06-21,824343,"Mangum, Jake",663968,4,3,2,1,0,0,0,4,1
2026-06-21,824343,"Reynolds, Bryan",668804,5,2,0,1,0,1,1,6,1
2026-06-22,824585,"Gonzalez, Jacob",694378,1,0,0,0,0,0,1,0,0
2026-06-23,823365,"Gonzales, Nick",693304,4,2,2,0,0,0,1,2,1
2026-06-23,823365,"Horwitz, Spencer",687462,5,1,1,0,0,0,2,1,1
2026-06-23,823365,"Lowe, Brandon",664040,5,2,1,1,0,0,1,3,1
2026-06-23,823365,"Mangum, Jake",663968,4,1,1,0,0,0,1,1,1
2026-06-23,823365,"Reynolds, Bryan",668804,4,1,1,0,0,0,0,1,1
2026-06-24,823367,"Gonzales, Nick",693304,5,2,2,0,0,0,1,2,1
2026-06-24,823367,"Horwitz, Spencer",687462,2,0,0,0,0,0,0,0,0
2026-06-24,823367,"Lowe, Brandon",664040,5,1,1,0,0,0,0,1,1
2026-06-24,823367,"Mangum, Jake",663968,4,1,1,0,0,0,1,1,1
2026-06-24,823367,"Reynolds, Bryan",668804,5,2,1,1,0,0,1,3,1
2026-06-24,823367,"Valdez, Esmerlyn",699013,3,2,1,1,0,0,1,3,1
2026-06-24,824583,"Gonzalez, Jacob",694378,4,2,2,0,0,0,0,2,1
2026-06-25,823366,"Davis, Henry",680779,3,2,0,1,0,1,0,6,1
2026-06-25,823366,"Gonzales, Nick",693304,4,1,1,0,0,0,1,1,1
2026-06-25,823366,"Lowe, Brandon",664040,4,2,1,0,0,1,1,5,1
2026-06-25,823366,"Mangum, Jake",663968,4,0,0,0,0,0,2,0,0
2026-06-25,823366,"Reynolds, Bryan",668804,4,1,1,0,0,0,2,1,1
2026-06-25,823366,"Valdez, Esmerlyn",699013,3,0,0,0,0,0,3,0,0
2026-06-26,823363,"Davis, Henry",680779,2,0,0,0,0,0,0,0,0
2026-06-26,823363,"Gonzales, Nick",693304,2,0,0,0,0,0,1,0,0
2026-06-26,823363,"Lowe, Brandon",664040,5,0,0,0,0,0,2,0,0
2026-06-26,823363,"Mangum, Jake",663968,4,2,2,0,0,0,1,2,1
2026-06-26,823363,"Reynolds, Bryan",668804,5,1,1,0,0,0,1,1,1
2026-06-26,823363,"Valdez, Esmerlyn",699013,4,2,1,0,0,1,1,5,1
2026-06-26,824582,"Gonzalez, Jacob",694378,5,3,1,1,0,1,0,7,1
2026-06-27,823364,"Gonzales, Nick",693304,5,1,1,0,0,0,2,1,1
2026-06-27,823364,"Lowe, Brandon",664040,5,1,0,0,0,1,1,4,1
2026-06-27,823364,"Mangum, Jake",663968,5,2,2,0,0,0,1,2,1
2026-06-27,823364,"Reynolds, Bryan",668804,5,1,1,0,0,0,2,1,1
2026-06-27,823364,"Valdez, Esmerlyn",699013,1,1,0,0,0,1,0,4,1
2026-06-27,824581,"Gonzalez, Jacob",694378,4,1,1,0,0,0,1,1,1
2026-06-28,823362,"Davis, Henry",680779,4,1,1,0,0,0,2,1,1
2026-06-28,823362,"Gonzales, Nick",693304,5,1,1,0,0,0,0,1,1
2026-06-28,823362,"Lowe, Brandon",664040,5,0,0,0,0,0,3,0,0
2026-06-28,823362,"Mangum, Jake",663968,5,0,0,0,0,0,2,0,0
2026-06-28,823362,"Reynolds, Bryan",668804,5,0,0,0,0,0,1,0,0
2026-06-28,823362,"Valdez, Esmerlyn",699013,5,3,1,1,0,1,0,7,1
2026-06-28,824580,"Gonzalez, Jacob",694378,4,0,0,0,0,0,0,0,0
2026-06-29,823444,"Gonzales, Nick",693304,2,0,0,0,0,0,2,0,0
2026-06-29,823444,"Lowe, Brandon",664040,5,0,0,0,0,0,3,0,0
2026-06-29,823444,"Mangum, Jake",663968,4,1,0,1,0,0,1,2,1
2026-06-29,823444,"Reynolds, Bryan",668804,5,1,0,1,0,0,1,2,1
2026-06-29,823444,"Valdez, Esmerlyn",699013,5,2,0,1,0,1,1,6,1
2026-06-29,824822,"Gonzalez, Jacob",694378,4,2,1,1,0,0,1,3,1
2026-06-30,823445,"Davis, Henry",680779,2,0,0,0,0,0,0,0,0
2026-06-30,823445,"Gonzales, Nick",693304,4,1,1,0,0,0,1,1,1
2026-06-30,823445,"Reynolds, Bryan",668804,4,0,0,0,0,0,2,0,0
2026-06-30,823445,"Valdez, Esmerlyn",699013,4,2,2,0,0,0,0,2,1
2026-06-30,824819,"Gonzalez, Jacob",694378,5,3,1,2,0,0,1,5,1
2026-07-01,823446,"Davis, Henry",680779,4,1,0,0,0,1,2,4,1
2026-07-01,823446,"Gonzales, Nick",693304,5,3,3,0,0,0,0,3,1
2026-07-01,823446,"Lowe, Brandon",664040,5,1,1,0,0,0,1,1,1
2026-07-01,823446,"Mangum, Jake",663968,5,2,2,0,0,0,0,2,1
2026-07-01,823446,"Reynolds, Bryan",668804,5,1,1,0,0,0,3,1,1
2026-07-01,823446,"Valdez, Esmerlyn",699013,5,1,1,0,0,0,1,1,1
2026-07-01,824818,"Gonzalez, Jacob",694378,3,0,0,0,0,0,1,0,0
2026-07-02,823442,"Gonzales, Nick",693304,5,3,2,0,0,1,0,6,1
2026-07-02,823442,"Lowe, Brandon",664040,5,2,2,0,0,0,1,2,1
2026-07-02,823442,"Mangum, Jake",663968,5,3,2,1,0,0,1,4,1
2026-07-02,823442,"Reynolds, Bryan",668804,5,1,1,0,0,0,2,1,1
2026-07-02,823442,"Valdez, Esmerlyn",699013,5,2,1,0,1,0,1,4,1
2026-07-02,824416,"Gonzalez, Jacob",694378,4,1,1,0,0,0,0,1,1
2026-07-03,822714,"Gonzales, Nick",693304,5,1,0,1,0,0,1,2,1
2026-07-03,822714,"Lowe, Brandon",664040,5,1,0,1,0,0,1,2,1
2026-07-03,822714,"Mangum, Jake",663968,5,2,2,0,0,0,0,2,1
2026-07-03,822714,"Reynolds, Bryan",668804,5,2,0,1,0,1,2,6,1
2026-07-03,822714,"Valdez, Esmerlyn",699013,5,3,2,1,0,0,1,4,1
2026-07-03,824417,"Gonzalez, Jacob",694378,3,1,1,0,0,0,0,1,1
2026-07-04,822716,"Davis, Henry",680779,4,1,1,0,0,0,0,1,1
2026-07-04,822716,"Gonzales, Nick",693304,4,2,2,0,0,0,0,2,1
2026-07-04,822716,"Lowe, Brandon",664040,5,1,1,0,0,0,2,1,1
2026-07-04,822716,"Mangum, Jake",663968,4,0,0,0,0,0,0,0,0
2026-07-04,822716,"Reynolds, Bryan",668804,5,2,2,0,0,0,0,2,1
2026-07-04,822716,"Valdez, Esmerlyn",699013,4,1,1,0,0,0,2,1,1
2026-07-05,822715,"Davis, Henry",680779,1,1,1,0,0,0,0,1,1
2026-07-05,822715,"Gonzales, Nick",693304,5,3,2,1,0,0,0,4,1
2026-07-05,822715,"Lowe, Brandon",664040,5,1,0,0,0,1,1,4,1
2026-07-05,822715,"Mangum, Jake",663968,5,1,1,0,0,0,2,1,1
2026-07-05,822715,"Reynolds, Bryan",668804,5,1,0,0,0,1,1,4,1
2026-07-05,822715,"Valdez, Esmerlyn",699013,5,0,0,0,0,0,4,0,0
2026-07-05,824413,"Gonzalez, Jacob",694378,2,0,0,0,0,0,0,0,0
2026-07-07,823361,"Davis, Henry",680779,5,0,0,0,0,0,1,0,0
2026-07-07,823361,"Gonzales, Nick",693304,5,2,2,0,0,0,0,2,1
2026-07-07,823361,"Lowe, Brandon",664040,5,3,3,0,0,0,1,3,1
2026-07-07,823361,"Mangum, Jake",663968,5,1,1,0,0,0,0,1,1
2026-07-07,823361,"Reynolds, Bryan",668804,4,0,0,0,0,0,0,0,0
2026-07-07,823361,"Valdez, Esmerlyn",699013,5,1,1,0,0,0,1,1,1
2026-07-07,824579,"Gonzalez, Jacob",694378,1,0,0,0,0,0,1,0,0
2026-07-08,823360,"Davis, Henry",680779,3,0,0,0,0,0,0,0,0
2026-07-08,823360,"Gonzales, Nick",693304,4,0,0,0,0,0,2,0,0
2026-07-08,823360,"Lowe, Brandon",664040,4,1,1,0,0,0,1,1,1
2026-07-08,823360,"Mangum, Jake",663968,4,0,0,0,0,0,1,0,0
2026-07-08,823360,"Reynolds, Bryan",668804,4,1,1,0,0,0,2,1,1
2026-07-08,823360,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,3,0,0
2026-07-09,823359,"Gonzales, Nick",693304,4,0,0,0,0,0,0,0,0
2026-07-09,823359,"Lowe, Brandon",664040,5,0,0,0,0,0,2,0,0
2026-07-09,823359,"Mangum, Jake",663968,5,4,2,1,0,1,0,8,1
2026-07-09,823359,"Reynolds, Bryan",668804,5,1,0,0,0,1,0,4,1
2026-07-09,823359,"Valdez, Esmerlyn",699013,5,1,0,0,0,1,1,4,1
2026-07-09,824577,"Gonzalez, Jacob",694378,2,0,0,0,0,0,1,0,0
2026-07-11,823356,"Gonzales, Nick",693304,4,0,0,0,0,0,0,0,0
2026-07-11,823356,"Lowe, Brandon",664040,4,2,1,1,0,0,2,3,1
2026-07-11,823356,"Reynolds, Bryan",668804,4,2,1,1,0,0,0,3,1
2026-07-11,823356,"Valdez, Esmerlyn",699013,4,1,0,0,0,1,2,4,1
2026-07-11,823357,"Davis, Henry",680779,4,1,1,0,0,0,0,1,1
2026-07-11,823357,"Gonzales, Nick",693304,4,1,1,0,0,0,1,1,1
2026-07-11,823357,"Lowe, Brandon",664040,5,1,1,0,0,0,1,1,1
2026-07-11,823357,"Mangum, Jake",663968,4,1,1,0,0,0,0,1,1
2026-07-11,823357,"Reynolds, Bryan",668804,4,0,0,0,0,0,2,0,0
2026-07-11,823357,"Valdez, Esmerlyn",699013,4,3,1,0,0,2,1,9,1
2026-07-12,823358,"Davis, Henry",680779,4,2,1,0,0,1,1,5,1
2026-07-12,823358,"Gonzales, Nick",693304,5,2,1,1,0,0,1,3,1
2026-07-12,823358,"Gonzalez, Jacob",694378,1,0,0,0,0,0,0,0,0
2026-07-12,823358,"Lowe, Brandon",664040,4,1,1,0,0,0,2,1,1
2026-07-12,823358,"Mangum, Jake",663968,5,1,0,0,1,0,0,3,1
2026-07-12,823358,"Reynolds, Bryan",668804,4,1,1,0,0,0,1,1,1
2026-07-12,823358,"Valdez, Esmerlyn",699013,5,1,0,1,0,0,2,2,1
2026-07-18,824412,"Gonzales, Nick",693304,4,1,0,1,0,0,1,2,1
2026-07-18,824412,"Gonzalez, Jacob",694378,1,0,0,0,0,0,1,0,0
2026-07-18,824412,"Lowe, Brandon",664040,4,0,0,0,0,0,1,0,0
2026-07-18,824412,"Mangum, Jake",663968,6,1,1,0,0,0,1,1,1
2026-07-18,824412,"Reynolds, Bryan",668804,4,1,0,1,0,0,1,2,1
2026-07-18,824412,"Valdez, Esmerlyn",699013,4,1,0,1,0,0,2,2,1
2026-07-18,824414,"Davis, Henry",680779,4,1,1,0,0,0,2,1,1
2026-07-18,824414,"Gonzales, Nick",693304,4,2,1,0,0,1,1,5,1
2026-07-18,824414,"Gonzalez, Jacob",694378,4,2,1,0,0,1,0,5,1
2026-07-18,824414,"Lowe, Brandon",664040,4,2,2,0,0,0,2,2,1
2026-07-18,824414,"Mangum, Jake",663968,5,0,0,0,0,0,1,0,0
2026-07-18,824414,"Reynolds, Bryan",668804,4,2,1,1,0,0,2,3,1
2026-07-18,824414,"Valdez, Esmerlyn",699013,4,1,0,0,0,1,2,4,1
2026-07-19,824411,"Davis, Henry",680779,4,0,0,0,0,0,2,0,0
2026-07-19,824411,"Gonzales, Nick",693304,5,2,0,2,0,0,2,4,1
2026-07-19,824411,"Gonzalez, Jacob",694378,4,1,0,1,0,0,0,2,1
2026-07-19,824411,"Mangum, Jake",663968,5,2,2,0,0,0,2,2,1
2026-07-19,824411,"Reynolds, Bryan",668804,5,0,0,0,0,0,4,0,0
2026-07-19,824411,"Valdez, Esmerlyn",699013,5,1,0,0,0,1,2,4,1
2026-07-20,823522,"Davis, Henry",680779,3,1,1,0,0,0,0,1,1
2026-07-20,823522,"Gonzales, Nick",693304,5,1,1,0,0,0,1,1,1
2026-07-20,823522,"Gonzalez, Jacob",694378,2,1,1,0,0,0,0,1,1
2026-07-20,823522,"Lowe, Brandon",664040,5,0,0,0,0,0,3,0,0
2026-07-20,823522,"Mangum, Jake",663968,2,0,0,0,0,0,0,0,0
2026-07-20,823522,"Reynolds, Bryan",668804,4,1,1,0,0,0,1,1,1
2026-07-20,823522,"Valdez, Esmerlyn",699013,4,1,0,0,0,1,2,4,1
2026-07-22,823518,"Davis, Henry",680779,3,0,0,0,0,0,3,0,0
2026-07-22,823518,"Gonzales, Nick",693304,4,2,1,0,0,1,1,5,1
2026-07-22,823518,"Gonzalez, Jacob",694378,4,1,0,0,0,1,0,4,1
2026-07-22,823518,"Lowe, Brandon",664040,5,1,1,0,0,0,1,1,1
2026-07-22,823518,"Mangum, Jake",663968,5,2,2,0,0,0,1,2,1
2026-07-22,823518,"Reynolds, Bryan",668804,5,0,0,0,0,0,2,0,0
2026-07-22,823518,"Valdez, Esmerlyn",699013,5,0,0,0,0,0,3,0,0
2026-07-22,823519,"Gonzales, Nick",693304,4,2,2,0,0,0,0,2,1
2026-07-22,823519,"Gonzalez, Jacob",694378,1,0,0,0,0,0,0,0,0
2026-07-22,823519,"Lowe, Brandon",664040,3,0,0,0,0,0,1,0,0
2026-07-22,823519,"Reynolds, Bryan",668804,4,0,0,0,0,0,3,0,0
2026-07-22,823519,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,1,0,0
2026-07-24,823352,"Davis, Henry",680779,4,2,2,0,0,0,0,2,1
2026-07-24,823352,"Gonzales, Nick",693304,5,1,1,0,0,0,0,1,1
2026-07-24,823352,"Lowe, Brandon",664040,4,0,0,0,0,0,1,0,0
2026-07-24,823352,"Mangum, Jake",663968,5,2,2,0,0,0,0,2,1
2026-07-24,823352,"Reynolds, Bryan",668804,5,0,0,0,0,0,2,0,0
2026-07-24,823352,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,1,0,0
2026-07-25,823355,"Davis, Henry",680779,3,1,1,0,0,0,0,1,1
2026-07-25,823355,"Gonzales, Nick",693304,4,1,1,0,0,0,1,1,1
2026-07-25,823355,"Gonzalez, Jacob",694378,3,0,0,0,0,0,1,0,0
2026-07-25,823355,"Mangum, Jake",663968,4,1,1,0,0,0,1,1,1
2026-07-25,823355,"Reynolds, Bryan",668804,3,0,0,0,0,0,0,0,0
2026-07-25,823355,"Valdez, Esmerlyn",699013,4,1,1,0,0,0,2,1,1
2026-07-26,823354,"Gonzales, Nick",693304,4,2,2,0,0,0,0,2,1
2026-07-26,823354,"Gonzalez, Jacob",694378,4,0,0,0,0,0,0,0,0
2026-07-26,823354,"Lowe, Brandon",664040,4,3,2,1,0,0,0,4,1
2026-07-26,823354,"Mangum, Jake",663968,4,1,1,0,0,0,2,1,1
2026-07-26,823354,"Reynolds, Bryan",668804,4,1,0,1,0,0,1,2,1
2026-07-26,823354,"Valdez, Esmerlyn",699013,4,2,1,0,0,1,1,5,1
2026-07-27,823353,"Davis, Henry",680779,2,0,0,0,0,0,0,0,0
2026-07-27,823353,"Gonzales, Nick",693304,4,2,2,0,0,0,1,2,1
2026-07-27,823353,"Gonzalez, Jacob",694378,4,1,1,0,0,0,2,1,1
2026-07-27,823353,"Lowe, Brandon",664040,5,3,2,1,0,0,2,4,1
2026-07-27,823353,"Mangum, Jake",663968,5,1,1,0,0,0,1,1,1
2026-07-27,823353,"Reynolds, Bryan",668804,4,1,0,1,0,0,1,2,1
2026-07-27,823353,"Valdez, Esmerlyn",699013,2,0,0,0,0,0,0,0,0
2026-07-28,823350,"Gonzales, Nick",693304,6,2,2,0,0,0,1,2,1
2026-07-28,823350,"Gonzalez, Jacob",694378,3,1,1,0,0,0,0,1,1
2026-07-28,823350,"Lowe, Brandon",664040,6,2,0,1,0,1,0,6,1
2026-07-28,823350,"Mangum, Jake",663968,6,2,1,1,0,0,1,3,1
2026-07-28,823350,"Reynolds, Bryan",668804,6,1,0,0,0,1,1,4,1
2026-07-28,823350,"Valdez, Esmerlyn",699013,6,1,0,1,0,0,2,2,1
2026-07-29,823351,"Davis, Henry",680779,3,0,0,0,0,0,1,0,0
2026-07-29,823351,"Gonzales, Nick",693304,4,1,1,0,0,0,0,1,1
2026-07-29,823351,"Lowe, Brandon",664040,4,1,1,0,0,0,2,1,1
2026-07-29,823351,"Reynolds, Bryan",668804,4,1,1,0,0,0,1,1,1
2026-07-29,823351,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,0,0,0
2026-07-30,824488,"Gonzales, Nick",693304,4,2,1,1,0,0,0,3,1
2026-07-30,824488,"Gonzalez, Jacob",694378,2,0,0,0,0,0,1,0,0
2026-07-30,824488,"Lowe, Brandon",664040,4,1,0,0,0,1,2,4,1
2026-07-30,824488,"Mangum, Jake",663968,5,1,1,0,0,0,1,1,1
2026-07-30,824488,"Reynolds, Bryan",668804,4,0,0,0,0,0,2,0,0
2026-07-30,824488,"Valdez, Esmerlyn",699013,4,1,0,1,0,0,0,2,1
2026-07-31,824486,"Davis, Henry",680779,4,1,1,0,0,0,0,1,1
2026-07-31,824486,"Gonzales, Nick",693304,5,2,2,0,0,0,0,2,1
2026-07-31,824486,"Gonzalez, Jacob",694378,3,0,0,0,0,0,0,0,0
2026-07-31,824486,"Lowe, Brandon",664040,5,3,2,1,0,0,2,4,1
2026-07-31,824486,"Mangum, Jake",663968,5,2,1,0,0,1,1,5,1
2026-07-31,824486,"Reynolds, Bryan",668804,5,2,2,0,0,0,1,2,1
2026-07-31,824486,"Valdez, Esmerlyn",699013,5,0,0,0,0,0,1,0,0
2026-08-01,824485,"Davis, Henry",680779,4,1,1,0,0,0,0,1,1
2026-08-01,824485,"Gonzales, Nick",693304,4,0,0,0,0,0,0,0,0
2026-08-01,824485,"Lowe, Brandon",664040,5,1,1,0,0,0,1,1,1
2026-08-01,824485,"Mangum, Jake",663968,5,2,2,0,0,0,1,2,1
2026-08-01,824485,"Reynolds, Bryan",668804,5,1,1,0,0,0,0,1,1
2026-08-01,824485,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,0,0,0
2026-08-02,824483,"Gonzales, Nick",693304,4,0,0,0,0,0,1,0,0
2026-08-02,824483,"Gonzalez, Jacob",694378,3,2,1,1,0,0,0,3,1
2026-08-02,824483,"Horwitz, Spencer",687462,4,0,0,0,0,0,2,0,0
2026-08-02,824483,"Lowe, Brandon",664040,3,0,0,0,0,0,1,0,0
2026-08-02,824483,"Mangum, Jake",663968,4,0,0,0,0,0,2,0,0
2026-08-02,824483,"Reynolds, Bryan",668804,4,1,1,0,0,0,1,1,1
2026-08-02,824483,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,3,0,0
2026-08-03,823757,"Davis, Henry",680779,4,0,0,0,0,0,1,0,0
2026-08-03,823757,"Gonzales, Nick",693304,4,0,0,0,0,0,2,0,0
2026-08-03,823757,"Gonzalez, Jacob",694378,4,0,0,0,0,0,1,0,0
2026-08-03,823757,"Horwitz, Spencer",687462,4,1,0,1,0,0,2,2,1
2026-08-03,823757,"Lowe, Brandon",664040,5,1,1,0,0,0,2,1,1
2026-08-03,823757,"Mangum, Jake",663968,5,1,1,0,0,0,2,1,1
2026-08-03,823757,"Reynolds, Bryan",668804,5,2,2,0,0,0,1,2,1
2026-08-03,823757,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,1,0,0
2026-08-04,823756,"Gonzales, Nick",693304,4,0,0,0,0,0,0,0,0
2026-08-04,823756,"Gonzalez, Jacob",694378,3,1,0,0,0,1,0,4,1
2026-08-04,823756,"Horwitz, Spencer",687462,4,0,0,0,0,0,1,0,0
2026-08-04,823756,"Lowe, Brandon",664040,4,2,2,0,0,0,2,2,1
2026-08-04,823756,"Mangum, Jake",663968,4,1,1,0,0,0,1,1,1
2026-08-04,823756,"Reynolds, Bryan",668804,4,0,0,0,0,0,2,0,0
2026-08-04,823756,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,4,0,0
2026-08-05,823753,"Gonzales, Nick",693304,3,1,1,0,0,0,1,1,1
2026-08-05,823753,"Gonzalez, Jacob",694378,1,0,0,0,0,0,1,0,0
2026-08-05,823753,"Horwitz, Spencer",687462,1,0,0,0,0,0,0,0,0
2026-08-05,823753,"Lowe, Brandon",664040,4,0,0,0,0,0,2,0,0
2026-08-05,823753,"Mangum, Jake",663968,4,0,0,0,0,0,1,0,0
2026-08-05,823753,"Reynolds, Bryan",668804,4,1,1,0,0,0,2,1,1
2026-08-05,823753,"Simon, Ronny",682927,2,0,0,0,0,0,0,0,0
2026-08-05,823753,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,3,0,0
2026-08-06,823754,"Davis, Henry",680779,3,0,0,0,0,0,1,0,0
2026-08-06,823754,"Gonzales, Nick",693304,4,2,2,0,0,0,0,2,1
2026-08-06,823754,"Gonzalez, Jacob",694378,2,0,0,0,0,0,1,0,0
2026-08-06,823754,"Horwitz, Spencer",687462,4,1,1,0,0,0,0,1,1
2026-08-06,823754,"Lowe, Brandon",664040,4,1,0,0,0,1,2,4,1
2026-08-06,823754,"Mangum, Jake",663968,4,1,0,1,0,0,0,2,1
